battery_power,bluetoth,dual_sim,front_cam,4G,int_memory,mob_weight,n_cores,main_cam,px_height,px_width,ram,talk_time,3G,touch_screen,wifi,price_range
1635,0,1,0,1,2,182,4,0,1209,1411,2315,2,1,1,0,2
1923,0,1,5,1,14,154,4,6,15,525,2519,16,1,0,1,2
1851,1,1,3,1,12,198,6,11,293,1967,735,14,1,0,1,0
727,1,0,0,1,32,131,7,1,813,1377,1891,7,1,0,1,1
1396,0,1,0,1,44,118,6,1,173,1843,1386,8,1,1,1,1
877,0,1,9,1,46,135,1,14,457,652,3260,6,1,0,0,2
696,1,0,11,1,35,103,3,13,533,797,2022,4,1,0,1,1
1009,1,1,2,0,2,102,8,14,912,1043,1716,15,0,0,0,1
1526,0,1,2,1,38,116,5,6,798,1418,3317,8,1,1,1,3
987,0,1,1,0,20,192,7,3,412,565,1454,8,1,1,0,0
1414,1,1,0,1,49,101,4,1,130,887,2290,12,1,1,0,1
1732,0,0,2,0,61,172,5,3,201,656,3940,20,0,1,1,3
1587,1,0,0,0,50,148,8,15,299,874,461,4,1,0,1,0
1097,0,0,10,1,21,160,7,15,1277,1352,2219,12,1,0,1,2
504,0,1,0,0,40,178,3,0,626,1195,470,16,1,0,0,0
1159,0,0,13,1,28,80,8,18,378,751,2495,9,1,1,1,2
1910,0,0,0,0,29,146,7,2,333,639,2944,2,1,1,1,2
865,0,1,8,0,59,159,3,9,805,1804,2361,19,1,0,1,2
1930,1,0,11,0,16,186,8,12,1901,1920,1783,13,0,0,1,2
860,1,1,8,1,40,170,3,13,1573,1581,2832,20,1,1,1,2
1268,1,0,9,1,42,182,6,17,360,912,931,20,1,1,0,0
999,1,1,0,1,27,167,4,1,20,745,1344,5,1,0,0,0
622,0,0,0,1,9,127,2,0,98,511,3916,5,1,0,1,2
1250,1,0,8,0,44,182,7,20,703,1011,1882,14,0,0,0,1
763,1,0,9,1,51,104,5,12,273,1278,2865,9,1,1,1,2
1100,1,0,12,0,15,112,8,14,919,1344,757,16,1,1,1,0
815,0,1,4,0,51,85,6,12,982,1291,3469,6,1,0,1,3
618,1,1,2,1,57,88,3,7,879,896,2399,17,1,1,1,1
553,1,1,0,1,18,136,2,1,1287,1892,3300,20,1,0,0,3
673,1,1,2,0,3,84,2,9,1109,1247,2719,9,1,1,1,2
563,0,1,3,0,47,115,7,12,211,684,3012,15,1,0,0,2
1590,0,1,12,1,14,187,4,15,1058,1109,2836,4,1,0,0,3
1031,1,1,2,1,11,121,2,9,532,1247,2385,16,1,0,0,2
909,1,1,9,0,30,97,3,10,290,773,594,4,1,1,1,0
1880,0,0,0,1,7,104,4,1,890,1019,2968,3,1,1,0,3
1479,1,1,0,1,24,146,6,0,327,645,3762,5,1,0,0,3
1271,0,1,0,0,2,161,1,1,1260,1788,892,20,0,1,0,1
709,0,0,11,1,13,81,8,15,570,1422,467,5,1,1,1,0
1744,0,0,0,1,62,158,1,0,621,1558,345,14,1,0,0,0
1314,1,0,0,1,40,116,7,1,328,1858,3033,17,1,1,1,3
1136,0,0,0,1,9,150,6,2,1307,1767,2110,16,1,0,1,2
1039,1,0,11,0,56,125,8,13,497,618,3105,5,0,1,1,2
1300,1,0,5,0,62,156,6,7,219,1037,874,10,1,1,0,0
732,1,1,7,1,39,188,7,11,1163,1554,3681,15,1,1,1,3
511,0,1,1,1,52,180,2,10,24,759,3865,7,1,0,1,2
1092,1,1,10,0,11,167,3,14,468,571,737,11,0,1,0,0
921,1,1,12,1,10,170,7,18,1272,1469,3153,11,1,1,0,3
1030,1,0,4,1,37,147,1,8,503,551,2800,12,1,0,1,2
1130,0,1,0,0,27,101,1,8,1495,1579,315,11,1,1,0,0
1299,0,1,2,0,60,187,8,6,1333,1838,1412,20,0,1,1,1
1009,1,1,7,1,2,115,7,15,267,1841,2286,13,1,0,0,2
1735,0,1,16,0,34,140,2,17,149,876,2392,19,1,0,1,2
1129,1,1,0,0,49,185,2,2,1070,1079,1857,5,1,1,1,1
708,0,0,0,0,26,116,7,1,206,620,1419,16,1,1,1,0
894,0,0,2,1,58,123,2,3,158,747,3305,2,1,0,0,2
530,0,0,1,0,32,88,6,20,48,1012,959,6,0,1,0,0
1481,1,1,0,0,35,105,3,0,249,522,2635,4,1,0,1,2
1068,0,1,0,1,45,194,5,1,935,1499,1754,9,1,0,1,1
1487,0,0,6,1,57,84,3,12,140,768,2563,14,1,0,0,2
1524,0,1,11,1,41,96,4,20,184,740,1936,9,1,1,1,1
1093,0,1,2,1,22,196,8,14,238,807,1869,4,1,1,1,1
1816,1,1,0,0,50,186,5,2,800,1089,3637,16,0,0,1,3
627,0,0,2,0,20,142,3,8,211,507,896,14,0,0,0,0
989,1,0,13,1,51,132,3,15,670,804,2349,20,1,0,1,1
1895,0,0,2,1,5,134,1,11,725,1335,774,6,1,1,0,1
805,1,1,0,1,58,168,3,10,81,1544,3397,2,1,0,0,2
713,1,0,7,1,2,181,8,9,1211,1378,485,4,1,1,1,0
864,0,0,10,1,24,148,4,15,1362,1378,3964,12,1,1,0,3
1177,0,0,1,0,11,181,4,7,945,1923,1887,11,1,1,1,1
582,0,0,8,0,32,107,3,11,1043,1702,2977,20,0,1,1,2
1898,0,1,3,1,56,185,7,4,444,739,2114,19,1,1,1,2
1158,0,1,1,1,29,123,2,20,311,1796,1542,15,1,0,1,1
1451,1,0,5,1,57,181,8,12,812,1456,3038,18,1,0,1,3
1820,1,0,5,0,51,163,7,10,202,1884,2481,11,0,0,0,2
984,0,1,3,1,9,140,3,20,531,707,841,16,1,0,0,0
580,1,1,0,0,24,135,4,5,404,898,3565,8,1,0,1,2
1263,1,0,0,0,5,146,6,3,954,1609,1958,4,1,1,1,2
1237,0,0,2,0,27,87,8,5,274,603,2454,8,1,1,1,2
514,1,0,7,1,37,172,1,9,956,1723,3392,5,1,1,1,3
1515,0,0,0,1,56,184,3,1,1438,1593,262,20,1,1,0,0
721,0,1,6,1,6,194,4,9,1446,1988,530,8,1,0,1,0
603,1,1,3,0,35,126,3,16,692,1057,3703,9,0,0,1,3
1426,1,0,2,1,55,109,1,7,777,1032,2562,3,1,0,0,2
1820,1,1,0,1,64,161,1,3,1157,1951,574,18,1,1,0,1
1215,0,0,4,0,16,130,4,8,454,1473,2632,15,0,0,1,2
697,0,1,5,1,20,173,2,6,478,1477,259,4,1,1,1,0
717,1,1,4,0,10,198,1,5,217,1106,688,15,0,1,0,0
1348,1,1,5,0,36,145,6,6,468,741,2554,12,0,1,0,2
1164,1,1,0,0,61,88,1,6,1107,1656,3859,17,0,1,0,3
578,1,0,9,1,62,170,5,13,626,1134,2977,5,1,1,1,2
1971,1,1,0,0,40,186,7,19,485,922,571,17,1,1,0,0
1794,1,1,5,1,55,86,7,7,43,627,402,14,1,0,1,0
1558,1,0,2,1,32,114,5,3,322,1385,878,17,1,1,1,0
1597,1,0,4,1,4,85,1,19,880,1145,2130,15,1,1,0,2
1240,0,0,0,0,39,146,2,9,1511,1756,3260,17,0,0,1,3
1994,1,1,2,1,7,88,8,4,667,711,454,6,1,1,0,0
1221,0,0,7,1,35,152,7,19,765,1899,2638,14,1,1,1,2
989,1,1,11,1,24,156,8,17,614,679,2819,5,1,0,1,2
1180,1,0,5,1,50,144,4,20,925,1252,1464,20,1,1,1,1
718,0,0,10,0,59,113,6,13,1185,1387,1824,3,1,1,0,1
1670,1,1,0,0,47,139,8,15,1706,1886,876,5,1,1,0,1
534,1,0,1,1,21,164,7,9,347,1477,2706,18,1,1,0,2
1566,1,1,0,0,20,126,2,0,1603,1930,659,13,1,1,1,1
1935,0,0,0,1,29,124,5,9,806,860,455,6,1,0,1,0
504,1,1,2,0,54,163,2,10,1207,1539,2378,2,1,0,0,2
913,0,1,1,1,41,103,1,14,431,1144,2278,18,1,1,0,1
1317,0,1,2,0,43,113,5,3,179,613,3436,5,0,1,1,3
917,1,0,1,1,31,88,6,2,423,909,3424,13,1,1,0,3
712,0,1,1,0,49,99,6,3,1131,1743,401,10,1,0,1,0
1083,0,0,6,0,52,126,2,20,925,1469,681,19,1,1,1,0
1039,0,0,5,1,6,136,6,8,62,544,3212,7,1,0,1,2
1747,0,0,4,0,13,185,6,12,800,873,3105,10,1,0,0,3
1449,1,1,0,0,52,105,6,0,211,947,2036,10,0,1,0,1
1872,1,1,14,0,49,139,7,18,81,1389,3153,5,1,1,0,3
1796,0,1,5,0,7,101,4,6,667,798,1642,3,0,1,1,1
1097,0,0,0,0,60,181,1,17,405,519,509,12,1,0,0,0
1562,0,1,1,1,20,172,8,10,678,1676,3465,6,1,1,0,3
1433,1,0,8,1,27,153,7,12,1619,1651,3900,2,1,0,1,3
740,0,0,1,0,12,123,1,11,935,1147,1105,19,0,1,1,0
676,0,0,1,1,39,84,1,5,864,1011,2064,6,1,0,0,1
503,1,1,1,1,13,131,1,4,1495,1688,3117,9,1,0,1,3
1020,0,0,13,1,7,96,3,18,870,1613,1142,8,1,0,1,1
896,0,1,3,1,4,111,1,4,1379,1469,1060,4,1,1,1,1
1824,1,0,4,1,19,143,2,5,1055,1738,2381,5,1,0,0,2
1512,0,1,1,1,54,134,3,2,220,1838,3366,11,1,0,1,3
1053,0,0,7,0,42,126,6,17,419,1261,1339,14,0,0,1,0
1944,1,1,0,1,31,87,4,10,1111,1362,2560,8,1,0,0,3
1174,0,1,1,1,25,91,2,8,1097,1461,285,3,1,0,1,0
627,1,1,3,1,12,131,7,17,447,819,2476,10,1,0,0,1
1602,0,0,4,1,46,118,1,5,273,1062,1862,2,1,0,1,1
1733,1,1,4,1,6,170,1,15,590,997,3488,10,1,1,1,3
586,0,1,10,1,8,142,8,14,116,598,3178,10,1,0,1,2
1528,0,0,2,0,37,156,8,3,306,564,733,14,1,1,0,0
875,0,0,2,0,23,110,7,7,300,1316,756,6,0,0,0,0
1602,0,0,12,0,58,170,1,13,1259,1746,3622,17,0,1,1,3
1426,0,0,4,1,12,174,5,16,1573,1694,1277,5,1,0,0,1
1370,0,0,5,1,6,158,6,8,1392,1783,3703,11,1,1,0,3
609,1,0,4,1,10,81,6,6,113,1524,1905,18,1,1,1,1
840,0,1,5,1,15,178,6,8,526,1728,2636,6,1,1,0,2
991,0,0,2,1,12,158,5,6,1209,1678,2014,10,1,0,0,2
1724,1,0,0,1,9,100,2,1,655,828,3056,6,1,0,0,3
584,1,0,0,1,19,168,3,0,1123,1622,465,4,1,1,0,0
860,1,1,1,1,49,141,6,13,692,979,3869,20,1,1,1,3
1541,1,1,10,1,28,165,5,15,796,1052,1108,7,1,0,1,1
615,1,1,7,0,58,130,5,8,1021,1958,1906,5,1,0,0,1
912,1,1,6,1,46,84,4,11,995,1310,851,4,1,1,1,0
1278,1,0,10,1,60,172,7,14,1244,1504,3142,19,1,0,1,3
1365,0,0,0,1,31,125,4,0,293,970,1300,13,1,0,1,0
1702,0,0,7,0,36,177,5,9,1240,1931,1430,10,0,0,0,2
589,1,0,1,1,59,146,8,4,759,1858,362,6,1,1,1,0
1347,0,1,10,0,56,95,1,19,398,1528,2456,13,1,1,1,2
1644,0,0,0,1,44,137,8,0,358,791,2360,19,1,0,0,2
956,0,1,1,0,42,133,7,11,403,1614,3700,7,1,1,0,3
1089,0,1,10,0,2,153,7,20,211,1409,2620,13,1,0,0,2
871,0,0,2,0,52,178,3,3,194,1437,437,17,1,0,0,0
664,0,0,5,1,6,164,2,19,1076,1472,3774,18,1,0,0,3
1874,1,0,1,0,19,192,2,9,1238,1418,1218,17,0,1,0,1
1928,0,0,5,0,5,162,5,16,229,1004,696,15,1,1,1,0
888,0,1,2,1,33,198,2,17,327,1683,3407,20,1,0,0,3
1077,1,1,1,0,58,86,7,13,135,1892,3902,3,1,0,0,3
1023,1,1,5,1,30,80,8,7,5,1744,2086,19,1,1,1,1
1426,1,0,2,1,42,84,3,10,715,1163,1356,16,1,0,1,1
831,0,1,7,1,26,177,5,11,511,621,1704,20,1,1,1,0
1496,1,1,0,1,6,85,3,9,549,1383,3571,11,1,1,1,3
1433,1,0,2,1,5,129,5,11,420,784,2132,19,1,0,1,1
1095,1,1,0,1,44,103,4,5,838,1066,3209,8,1,1,1,3
643,1,1,3,1,23,156,1,9,314,1400,2096,2,1,0,0,1
1142,1,0,0,1,6,198,4,0,739,1766,1273,6,1,0,0,1
730,1,1,3,1,27,112,5,10,62,846,3623,15,1,1,0,2
1901,1,0,5,1,41,131,2,17,3,1662,368,12,1,0,0,0
1510,0,1,1,0,32,135,3,8,963,1520,854,10,1,0,1,1
1924,0,0,0,1,59,136,6,0,1438,1923,3646,16,1,0,1,3
1825,0,1,13,1,17,157,4,18,1621,1773,3130,2,1,0,1,3
1275,1,1,3,1,5,152,1,9,19,501,3784,4,1,1,0,3
987,1,0,9,0,17,124,7,17,887,1274,3885,14,1,1,0,3
1538,1,0,6,1,13,121,7,7,567,986,1494,12,1,1,1,1
1965,1,0,4,1,29,149,5,13,584,676,2973,20,1,1,1,3
808,0,0,7,0,20,185,6,14,496,974,1471,11,0,1,0,0
712,0,0,6,0,27,86,2,11,1245,1309,2001,12,1,1,1,1
1507,1,1,0,1,42,123,5,0,682,888,1486,19,1,0,0,1
912,0,0,3,0,47,182,3,6,724,794,1321,6,0,1,1,0
769,1,0,2,0,17,95,8,4,1384,1454,1877,11,0,0,1,1
948,0,0,14,0,22,173,5,20,257,1654,3499,19,1,1,1,3
507,1,1,0,1,39,142,1,0,17,1084,2124,12,1,1,0,1
1384,1,1,15,0,60,82,3,18,983,1210,1221,15,1,0,1,1
1766,1,0,1,0,29,194,8,20,439,1306,2316,6,0,0,1,2
1407,0,1,5,1,16,170,4,6,925,1206,1068,8,1,1,0,1
614,0,1,3,1,24,94,4,7,409,603,1930,4,1,0,1,1
1972,0,0,9,0,14,196,7,18,293,952,1316,8,1,1,0,1
1039,0,1,8,0,47,130,8,9,384,1878,1742,15,1,0,0,1
511,1,1,5,1,34,125,8,13,149,1285,3265,14,1,0,0,2
1811,1,0,4,1,5,98,4,16,447,568,2700,8,1,1,1,2
1159,0,0,3,0,36,104,4,8,717,1206,2115,18,0,0,0,2
1848,0,1,7,0,12,178,2,19,195,533,3915,8,0,0,1,3
1988,1,0,0,1,16,94,8,1,153,696,3144,14,1,0,0,3
1469,0,0,3,1,58,150,7,8,1699,1850,1571,2,1,0,0,2
1423,0,0,12,0,44,131,5,13,501,640,2253,9,0,0,0,1
1974,0,1,9,0,10,145,6,12,530,1496,1433,17,0,0,0,1
835,0,1,2,1,42,128,5,18,396,1378,2583,13,1,1,1,2
1429,0,0,8,0,42,151,5,9,670,1552,1817,16,1,0,0,1
947,1,0,1,1,51,144,2,15,193,887,2915,6,1,1,1,2
1446,1,1,0,1,18,178,8,1,351,1769,3340,16,1,1,1,3
1332,0,1,5,1,7,168,7,19,846,855,2790,10,1,1,0,2
1498,1,1,0,1,14,191,4,1,111,1167,577,12,1,1,0,0
1576,1,1,0,1,14,173,2,4,1213,1386,3220,6,1,1,0,3
1398,0,1,8,1,26,150,1,12,755,1284,3488,11,1,1,0,3
1885,0,1,12,1,14,92,4,15,1406,1517,1277,16,1,0,1,1
798,1,1,7,0,2,148,2,15,497,627,3593,3,0,1,0,2
1436,0,1,0,1,42,124,8,1,1826,1836,2736,19,1,1,0,3
1998,1,0,8,0,31,196,8,19,50,1356,2311,18,1,1,0,2
1321,1,0,0,1,63,109,8,9,817,941,1464,16,1,1,1,1
1021,0,0,7,0,9,192,2,12,901,1793,1355,14,1,1,0,1
1339,1,1,0,0,40,123,2,1,212,1269,2382,7,1,0,1,2
1210,1,1,9,0,57,111,4,20,329,1039,1886,17,1,0,1,1
1949,1,1,2,1,31,145,5,9,837,1182,832,19,1,0,0,1
882,0,1,9,1,28,151,6,16,248,884,751,8,1,0,1,0
1549,1,1,0,1,27,113,5,7,632,1162,436,11,1,0,0,0
1991,0,1,1,1,42,82,1,13,366,613,722,10,1,1,0,0
796,0,0,2,0,12,114,1,8,174,518,1075,2,0,1,0,0
1012,0,1,4,0,39,161,4,6,882,1195,2802,10,1,1,0,2
1318,0,1,0,1,11,188,2,15,688,1591,1780,2,1,0,0,1
1708,0,0,8,1,14,197,4,16,263,1345,1247,16,1,0,0,1
598,1,1,8,1,62,117,8,9,118,764,3066,19,1,1,0,2
541,1,0,4,0,51,200,8,17,1012,1226,403,12,0,0,0,0
818,0,1,2,1,23,192,5,17,586,1552,2518,3,1,1,0,2
1414,0,0,0,1,15,168,2,0,294,1233,1069,14,1,0,0,0
601,1,1,3,1,6,169,4,11,818,1827,2651,9,1,0,1,2
561,1,1,2,1,40,99,7,6,426,865,2974,19,1,0,1,2
1616,1,1,3,0,52,100,5,8,151,1133,657,2,1,1,0,0
1263,1,1,1,1,32,103,2,2,409,644,3372,10,1,1,0,3
1604,1,1,0,1,63,93,5,2,641,1156,1464,20,1,1,0,1
539,0,1,1,0,24,86,4,2,958,967,1326,3,1,1,0,0
1071,0,0,0,0,49,199,4,5,1328,1970,3393,7,1,0,0,3
826,0,1,0,1,57,135,2,0,354,530,323,7,1,0,1,0
771,0,0,2,0,62,106,1,8,1709,1781,1628,6,0,1,0,1
1811,0,0,0,0,33,132,8,2,1099,1553,2610,13,1,1,0,3
1842,1,1,7,0,56,179,4,10,783,1227,3721,4,0,1,1,3
1420,0,1,1,0,50,100,8,8,194,1393,763,17,0,1,1,0
1763,0,1,12,0,10,184,3,19,238,1893,792,13,1,0,1,0
1163,1,0,6,0,2,133,5,20,919,1076,1568,19,1,0,0,1
1805,1,0,0,0,29,182,4,2,758,891,1276,17,0,1,0,1
610,1,1,9,0,52,90,4,19,1039,1273,3472,12,1,1,1,3
1533,1,1,18,1,17,160,4,20,1054,1393,2520,11,1,0,1,2
1924,0,0,3,1,63,111,2,10,122,686,3423,19,1,0,0,3
1801,0,1,6,0,52,120,6,10,100,1708,258,9,1,0,0,0
1726,1,0,1,1,42,106,5,3,1221,1804,1868,6,1,0,0,2
794,0,1,15,0,14,197,3,19,312,1376,2171,18,0,0,1,1
1686,1,1,4,0,28,182,5,8,599,1073,780,5,0,0,0,0
1444,1,1,0,0,6,103,1,1,1274,1340,712,10,0,0,0,0
1004,0,1,0,1,30,160,8,1,62,581,1012,13,1,1,1,0
1242,1,0,8,0,28,166,4,9,315,1796,318,19,1,0,0,0
539,0,0,6,1,26,137,6,8,1123,1709,3948,15,1,1,1,3
717,0,1,2,1,14,99,8,6,1878,1981,629,20,1,0,0,0
1540,0,1,0,1,29,157,7,1,318,831,1161,5,1,0,0,0
672,0,0,7,1,35,99,8,17,574,1267,1403,6,1,0,0,0
1325,1,0,0,1,13,133,4,8,1353,1915,3707,18,1,1,0,3
950,0,0,6,1,55,124,8,7,86,1681,1305,4,1,0,1,0
948,0,1,6,0,18,119,4,7,340,1728,2926,9,1,1,1,2
1328,1,0,5,1,27,144,3,18,602,1156,2674,5,1,0,1,2
1447,0,0,3,0,40,184,2,5,963,1062,471,20,0,0,1,0
1973,1,1,3,0,21,95,8,7,127,507,1724,8,0,0,1,1
1731,1,1,18,0,60,171,4,20,142,1039,1220,20,0,1,0,1
1617,0,0,1,1,63,111,2,10,274,1079,2754,8,1,1,1,2
1791,1,1,1,1,33,110,5,4,371,682,594,16,1,0,1,0
851,0,1,7,1,54,101,2,9,788,1007,1005,14,1,0,1,0
856,0,1,0,1,14,115,1,7,395,1027,2439,12,1,1,1,1
714,1,0,1,0,30,145,4,2,643,1527,2302,10,0,1,1,1
951,0,0,6,1,15,81,2,17,854,935,1083,16,1,1,0,0
1303,1,0,6,1,10,109,8,15,1335,1873,2219,15,1,1,1,2
1550,1,0,2,0,32,126,7,5,1541,1619,1571,14,0,0,0,2
1759,1,0,10,1,15,101,4,13,382,1163,2107,16,1,1,0,2
1448,0,1,18,0,2,100,5,19,846,1144,593,18,1,1,1,0
1987,1,0,0,0,50,119,8,18,960,1925,857,6,1,1,0,1
908,0,0,1,0,44,95,5,2,154,941,3518,7,1,1,1,3
820,0,1,2,0,58,160,4,4,468,694,1284,17,0,0,1,0
904,0,1,4,0,19,147,6,7,1094,1496,545,16,0,0,0,0
667,0,1,4,1,6,149,6,10,272,870,3566,12,1,0,1,2
1109,0,0,1,0,34,173,1,4,165,1103,2821,17,1,0,1,2
1333,0,0,3,1,59,183,7,5,394,1301,3442,5,1,1,0,3
1352,0,0,5,1,6,92,6,9,629,1299,1309,14,1,0,0,1
1600,0,1,1,0,19,88,6,9,831,1713,1179,18,0,0,1,1
1454,0,1,8,0,37,80,8,20,903,910,1713,19,0,0,0,1
1489,0,1,0,0,9,169,3,1,923,1759,1663,14,1,0,1,1
1823,0,1,11,0,10,81,8,19,362,1250,1812,19,1,1,1,2
1581,1,0,9,0,41,172,4,19,693,850,1384,2,0,1,1,1
1672,1,1,1,1,44,172,8,4,1250,1435,1348,7,1,1,1,1
1283,1,1,0,1,27,80,4,6,1135,1923,3957,6,1,0,0,3
630,0,0,9,1,14,180,8,13,66,1448,1212,12,1,0,0,0
659,0,0,0,1,24,151,8,2,924,1877,3925,10,1,1,1,3
1811,1,1,0,0,32,115,6,0,204,1132,348,18,1,0,1,0
688,1,0,9,0,40,109,5,20,376,1957,1382,8,0,1,0,1
514,1,1,5,0,18,141,2,8,1083,1492,980,16,0,0,1,0
1933,0,1,1,0,16,154,3,9,229,1473,838,18,0,1,0,0
915,0,0,8,1,31,91,3,20,875,1316,378,9,1,1,0,0
1006,0,1,4,1,22,135,4,8,35,991,909,7,1,0,1,0
1134,1,0,2,1,13,92,4,19,18,903,3632,19,1,1,0,3
599,1,0,0,1,64,186,8,1,103,646,3396,7,1,0,0,2
973,0,1,5,0,53,196,5,7,105,588,1861,16,0,1,0,1
1180,1,0,0,1,27,90,6,1,168,540,348,19,1,1,1,0
1237,1,0,7,0,13,98,4,12,18,1004,2528,16,0,0,0,2
659,0,1,7,1,5,169,8,10,659,730,2190,16,1,1,0,1
1142,1,1,6,0,6,190,8,8,534,855,663,5,0,1,1,0
1002,0,1,16,1,11,185,6,18,285,512,961,19,1,0,1,0
1392,0,0,0,1,44,113,4,2,482,1098,1280,16,1,0,1,1
602,0,0,9,0,50,141,8,18,1571,1717,2189,16,0,1,0,2
1249,1,0,3,1,55,140,3,8,605,1193,531,13,1,1,1,0
531,1,1,0,1,12,121,4,3,158,1657,2331,20,1,0,1,1
1450,0,0,1,0,31,114,5,4,1573,1639,794,9,0,1,1,1
1342,0,0,1,0,50,173,1,8,127,620,2644,11,0,1,1,2
832,1,0,5,1,22,198,1,8,343,1431,1666,20,1,1,1,1
867,1,0,0,1,57,159,4,0,289,724,2157,18,1,0,0,1
1404,0,0,16,0,44,151,1,20,1703,1880,1196,5,0,0,1,1
840,0,1,6,0,33,150,6,7,1482,1591,2072,19,0,1,0,2
1368,0,0,10,1,42,91,1,20,907,925,1590,14,1,0,0,1
1927,0,1,3,0,11,190,8,12,491,1506,2916,18,0,1,1,3
1714,0,1,7,0,31,120,2,10,287,627,3707,19,0,0,1,3
1201,1,0,1,1,10,198,6,5,1151,1723,726,3,1,1,0,0
1796,1,0,4,0,44,184,2,11,1024,1363,3577,4,1,1,0,3
1147,0,1,11,0,28,158,6,13,1085,1134,2627,15,1,0,1,2
776,1,0,0,1,20,146,4,9,991,1803,685,7,1,1,1,0
510,0,0,0,0,33,110,6,10,1052,1897,1693,5,0,1,0,1
1045,1,1,3,1,40,175,6,7,1078,1564,2137,12,1,0,1,2
1497,1,1,4,1,10,153,8,20,98,977,3696,3,1,0,1,3
1425,1,0,0,1,33,89,3,2,396,1648,3771,9,1,0,1,3
726,0,0,0,1,40,94,4,20,323,978,1342,4,1,1,1,0
1576,1,0,0,1,20,148,3,0,410,1551,1379,16,1,0,1,1
714,1,1,5,1,11,197,3,6,1750,1857,1164,19,1,1,0,1
1595,0,1,1,0,63,88,1,20,1475,1988,908,6,0,0,1,1
541,0,0,0,1,10,127,4,0,1836,1873,1019,15,1,1,0,1
1617,1,0,14,0,29,113,6,20,283,676,3685,18,0,0,0,3
1154,0,1,2,1,5,98,1,13,539,1240,1470,12,1,0,0,1
1638,0,0,6,0,2,189,1,11,440,563,2299,9,1,1,1,2
1150,1,0,0,0,39,151,8,1,397,800,999,11,1,1,0,0
1254,1,0,0,1,44,149,1,10,204,1021,3011,12,1,1,0,2
1806,1,1,2,1,54,117,1,11,347,727,3142,6,1,0,1,3
603,0,0,8,0,12,114,6,20,1003,1284,1543,19,1,1,0,1
1834,0,0,7,1,40,99,4,11,0,1987,3692,16,1,1,0,3
520,0,0,0,1,31,145,6,14,264,519,2753,17,1,0,1,1
565,0,1,1,0,50,158,2,8,543,703,2156,6,1,1,1,1
1689,1,0,11,0,9,150,5,15,467,675,2637,3,1,0,0,2
742,1,0,0,0,21,104,8,1,875,925,331,7,1,0,0,0
1143,0,1,1,1,22,125,3,6,1116,1724,1214,16,1,1,0,1
761,1,0,9,0,3,196,7,15,1325,1945,2248,15,1,1,1,2
959,1,1,0,0,36,196,5,14,1313,1331,3073,8,1,1,1,3
772,1,1,7,1,8,134,7,8,552,1802,422,15,1,0,0,0
1015,1,0,5,0,12,102,3,14,335,679,2293,2,0,1,0,1
1824,1,1,9,1,2,103,1,14,50,1105,3958,19,1,1,0,3
1130,1,1,1,1,29,130,1,14,593,1327,432,10,1,1,1,0
1183,1,1,3,1,48,120,8,12,268,1010,1152,3,1,0,0,0
574,1,1,0,1,26,118,6,2,382,1364,1303,2,1,0,1,0
1472,0,0,4,1,20,169,2,6,443,892,797,11,1,1,0,0
1868,1,0,2,1,40,179,8,17,576,884,298,17,1,1,0,0
1375,0,0,2,0,20,147,6,7,596,679,3847,12,1,0,1,3
881,0,0,1,0,64,160,3,6,115,636,2110,6,1,1,1,1
1742,1,1,5,1,43,176,3,7,356,1407,1921,3,1,1,0,2
1225,0,1,6,0,60,107,2,15,10,1567,2423,6,1,0,0,2
1970,1,1,0,1,15,132,2,0,1399,1684,1658,20,1,1,1,2
1186,1,1,2,0,21,160,8,4,68,584,2361,7,1,0,0,1
1762,0,0,7,0,60,157,4,10,643,790,1380,14,1,0,0,1
1731,1,1,4,1,4,163,6,18,809,1988,3892,4,1,1,1,3
852,0,1,5,1,8,160,5,9,683,1349,315,20,1,0,0,0
848,1,1,4,1,36,151,4,16,56,527,2289,19,1,1,1,1
1575,0,1,0,1,11,185,7,20,492,818,2182,17,1,1,0,2
1554,0,1,7,0,23,105,6,18,699,1492,2184,20,1,0,1,2
1972,1,0,0,0,48,92,8,2,290,804,2872,11,1,0,1,3
827,1,1,9,1,35,87,6,17,23,826,2367,15,1,0,1,1
1063,0,0,7,0,3,155,4,10,394,849,1919,20,1,1,0,1
1695,0,1,1,0,34,84,5,10,713,1742,3296,14,0,0,0,3
1343,0,1,5,1,14,81,8,10,1063,1205,462,11,1,1,1,0
834,0,0,2,1,27,123,1,16,1421,1463,1591,20,1,1,0,1
595,0,0,0,1,20,122,2,18,623,816,1593,2,1,0,1,0
1081,1,1,13,1,42,101,7,17,83,816,2456,7,1,0,0,1
911,0,1,3,0,14,199,4,4,1563,1692,2933,11,0,1,0,3
844,0,1,1,1,22,197,7,2,777,1995,3154,7,1,0,0,3
1335,1,0,3,0,60,180,2,4,83,559,3615,9,1,0,0,3
1883,0,0,9,0,24,87,1,16,203,915,3563,3,0,0,0,3
1128,1,1,6,0,33,147,8,7,938,1226,1440,19,1,0,0,1
826,1,1,14,1,57,117,2,17,1077,1183,1907,5,1,0,0,1
1650,0,0,0,1,38,89,1,1,773,881,324,2,1,1,1,0
1162,0,0,0,0,50,104,4,10,332,866,1404,15,1,1,1,1
1517,0,0,2,1,8,169,4,18,570,1645,2738,12,1,0,0,2
963,0,0,1,1,60,156,3,3,742,821,2722,16,1,0,0,2
1837,0,1,5,1,12,103,8,6,1420,1539,2294,20,1,0,1,3
